微博链接,页码,微博id,用户昵称,发布时间,转发数,评论数,点赞数,微博内容,图片链接,网页链接
https://weibo.com/1451511280/zcpbOptop?refer_flag=1001030103_,1,3529567686071189,狼隐契丹,2013年01月01日 07:52,0,0,0,太特么欢快了偶见一气象局发布公告：2013年1月1日至2013年12月31日适时开展人工影响天气作业...其实吧我脚的，您应该把年份写成2013至3013更省事儿些#奇葩公告# ​,https://ww4.sinaimg.cn/orj360/56844df0jw1e0dqczpmgxj.jpg,无网页链接
https://weibo.com/3036363865/zcNr3gyab?refer_flag=1001030103_,1,3530499693944575,CIDA中国室内装饰协会,2013年01月03日 21:36,2,0,0,云——我国的人工影响天气办公室可以参考下Artist Berndnaut Smilde Brings the Weather Indoors with his Temporary Nimbus Clouds ​,https://ww1.sinaimg.cn/orj360/b4fb3c59jw1e0gpeconugj.jpg,无网页链接
https://weibo.com/2117508734/zcWH16nW9?refer_flag=1001030103_,1,3530855551521985,中国气象局,2013年01月04日 21:10,10,7,0,【气象部门能否人工消“冻雨”？】目前对于“冻雨”的人工影响还处在实验阶段，主要思路是将冷云中的过冷却水转为降雪。比如修建高炉燃烧碘化银，增加大气中的凝结核，使过冷却水凝结为雪花，从而使冻雨转雪。由于形成冻雨的天气尺度比冰雹等小尺度天气系统要大，如果要进行人工消冻雨，成本会比较高。 ​,无图片,无网页链接
https://weibo.com/3168804267/zd2cDDoF5?refer_flag=1001030103_,1,3531067359389595,温江气象,2013年01月05日 11:12,0,0,0,【14辆火箭车启用 用于应急人工防雹増雨】今天成都市新增的14辆火箭车在温江八角村国家监测场整装待发，将奔赴有气象台的14个区（市）县承担人工影响天气作业，包括人工增雨、消云减雨、保障重大社会活动的天气状况、改善空气质量等。它们体积虽小，但能将“炮弹”射向8000米的高空。 ​,无图片,无网页链接
https://weibo.com/1719122571/zd1rH3MNd?refer_flag=1001030103_,1,3531038250902547,福建之窗,2013年01月05日 09:16,0,0,0,【福州气象预警信息2020年实现全覆盖】根据规划，福州将加强人工影响天气作业能力建设，增设4部人影火箭发射架、9辆人影作业指挥车和10辆火箭架运载车。到2020年，福州将力争大范围灾害性天气监测率达95%以上，中小尺度突发灾害性天气监测率达90%以上，预警信息覆盖面达到100%。 O网页链接 ​,无图片,http://t.cn/zjEo6xe
https://weibo.com/1790441243/zdwz3fXgu?refer_flag=1001030103_,1,3532234453802738,中华粮网,2013年01月08日 16:29,0,1,0,【食品化妆品轮番涨价、保障民生需多管齐下】新年伊始，受天气和节日等多因素推动，猪肉、蔬菜等食品价格仍在保持2012年12月以来的涨势，不少化妆品牌也不堪落后加入涨价大军。专家认为，受人工、原材料等成本因素影响，物价的上涨可能成为长期趋势，专家建议四种手段保住钱袋子。O网页链接 ​,无图片,http://t.cn/zjuSkfc
https://weibo.com/2076255252/zdvhPyriA?refer_flag=1001030103_,1,3532185338208092,931郑州经济广播,2013年01月08日 13:14,0,0,0,新年伊始，受天气和节日等多因素推动，猪肉、蔬菜等食品价格仍在保持2012年12月以来的涨势，不少化妆品品牌也不堪落后加入涨价大军。专家认为，受人工、原材料等成本因素影响，物价的上涨可能成为长期趋势。建议靠增收、减税、降渠道费、保中低收入群体等四大手段，保住百姓的钱袋子。 ​,无图片,无网页链接
https://weibo.com/2635728031/ze1hYbCBH?refer_flag=1001030103_,1,3533415502770017,共青团湖口县委,2013年01月11日 22:42,10,7,0,#读报时间#【图片新闻】受持续凝冻天气影响，贵州电网部分线路出现覆冰。由于部分偏远地区无法使用融冰装置进行融冰，南方电网贵州电网公司贵阳供电局组织起“竹竿除雪队”，对无法使用融冰装置的电线进行人工除雪，保障供电线路通畅。 ​,https://ww1.sinaimg.cn/orj360/9d1a049fjw1e0q09tayezj.jpg,无网页链接
https://weibo.com/2641557333/ze09NCeGG?refer_flag=1001030103_,1,3533371999112926,经济信息联播,2013年01月11日 19:49,3,0,0,受严寒天气及运输、人工成本上涨的影响，临近过年牛肉价格持续高涨，在吉林，散户放弃繁育，大量母牛育肥后，也当成肉牛卖，导致牛源不足；亚洲最大的肉牛加工企业也被迫自养肉牛；与此同时，各地菜价12月环比涨17%，推动CPI创半年新高。 今晚8:30 @经济信息联播 #月度经济观察# @spring生活在别处 ​,无图片,无网页链接
https://weibo.com/1881270367/zdWYjBJ9o?refer_flag=1001030103_,1,3533249558991698,贵州省文化和旅游厅,2013年01月11日 11:43,6,7,0,受持续凝冻天气影响，贵州电网部分线路出现覆冰。由于部分偏远地区无法使用融冰装置进行融冰，南方电网贵州电网公司贵阳供电局组织起“竹竿除雪队”，对无法使用融冰装置的电线进行人工除雪，保障供电线路通畅。图为南方电网贵阳供电局的工作人员在开阳县双流镇用沙村用竹竿清除电线上的积冰。欧东衢摄 ​,https://ww2.sinaimg.cn/orj360/7021e85ftw1e0ph7rsmqyj.jpg,无网页链接
