微博链接,页码,微博id,用户昵称,发布时间,转发数,评论数,点赞数,微博内容,图片链接,网页链接
https://weibo.com/1852107911/H9QAHkGcl?refer_flag=1001030103_,1,4323471154928773,周_公,2019年01月01日 02:01,0,0,0,1944年，爹三岁多，奶奶带着他到村后的大山里躲鬼子。1982年，俺三岁多，在一个气象站里看高射炮人工增雨作业，手揣兜里等着捡弹壳。2019，儿子三岁多，不得吃饼干不开心。 ​,https://wx2.sinaimg.cn/thumb150/6e64ec87ly1fyqgwxmndfj2069069glk.jpg,无网页链接
https://weibo.com/2634267621/Ha31wob6L?refer_flag=1001030103_,1,4323949065762575,曲靖林草,2019年01月02日 09:40,0,0,1,#云南省森林防火条例# 第十四条  县级以上人民政府应当建立和完善森林火险预警监测及信息发布系统，加强森林火险气象自动监测站建设，提高森林火险天气预报、警报的准确率和时效性。县级以上气象部门应当及时提供天气预报和森林火险气象等级预报信息，实施人工影响天气作业，降低森林火险等级；开展森林火险预警、森林火灾监测、林区防雷、人工增雨的科学研究。广播、电视、报纸、互联网等公共媒体应当根据森林防火指挥机构的要求，无偿向社会播发或者刊登森林火险天气预警预报信息。 收起d,https://wx2.sinaimg.cn/orj360/9d03bbe5gy1fyrzsvvqa9j20sg0lc7co.jpg,无网页链接
https://weibo.com/3847863434/Hacm1fMuG?refer_flag=1001030103_,1,4324307733761334,四川煤田,2019年01月03日 09:26,0,0,0,我省从1日起实施新修订的大气污染防治法实施办法由原来的36条规定增加到88条，已施行16年的四川省大气污染防治法实施办法，迎来全新的“升级版”。1月1日起，《四川省〈中华人民共和国大气污染防治法〉实施办法》正式施行。在省生态环境厅厅长于会文看来，《实施办法》的修订是全省大气污染防治史上的一件大事，必将更有力地推动全省大气环境质量持续改善。“升级版”的《实施办法》有何亮点？记者进行了采访。建立共同防治机制 突出大气污染防治大格局省人大常委会法工委副主任杨筠坦言，随着经济社会快速发展，我省机动车保有量急剧增加，大气污染排放日益增加，区域性大气环境问题日益突出，“此次修订适应当前形势，调整较大。”杨筠表示，修订过程中紧密结合四川实际，进一步明确细化上位法规定，增强法律的操作性、规范性、约束性，加大对大气环境违法行为打击力度，对一些行为的处罚在上位法行政处罚的幅度内提高了处罚标准，并明确对政府有关部门和人员依法予以处理的八类行为和兜底规定。2016年冬季，成都平原曾出现连续两周的重污染天气。而去年我省未出现超过连续5天的重污染天气，提前7天完成国家考核目标，在大气污染防治上打了一场漂亮的翻身仗。但另一方面，全省环境空气质量达标城市有的仍处于“临界”达标边缘，很不稳定。“突出建立大气污染防治大格局，是《实施办法》的一大亮点。”于会文告诉记者，《实施办法》提出，地方各级人民政府要对本行政区域内的大气环境质量负责，建立健全政府主导、部门监管、企业尽责、公众参与、社会监督的大气污染共同防治机制。其中，乡（镇）人民政府、街道办事处应在县级人民政府相关行政主管部门的指导下做好本辖区大气环境保护工作，加强大气环境隐患排查，发现存在大气污染问题的，应及时向负有大气污染防治监督管理职责的有关部门报告。“此外，还将通过设立有奖举报，聘任社会监督员等举措，促进大气质量不断好转。”强化重污染天气应对 突出重点区域和城市污染防治省生态环境厅大气环境管理处处长昝学军介绍，《实施办法》共有9大制度，各有侧重，互为补充。以约谈和限批制度为例，《实施办法》规定，对大气环境质量明显恶化、未完成大气环境质量改善目标、超过重点大气污染物排放总量控制指标、未完成大气污染防治重点任务或其他情形的，省生态环境主管部门可会同有关部门约谈当地政府主要负责人。约谈情况将向社会公开。突出重点区域、重点行业、重点领域和重点时段的大气污染防治，也是《实施办法》的亮点之一。我省将突出重点区域和城市大气污染防治，规定重点区域实行区域统筹、综合规划和联合防治制度，细化重点区域内的大气污染防治措施和联合防治协调制度，对城市建成区内的大气污染严重企业也作出规定。在重点领域大气污染防治上，《实施办法》细化了工业和能源、车船机械、施工扬尘等领域防治措施，补充了秸秆露天焚烧、燃放烟花爆竹和祭祀烧纸等防控规定。重污染天气应对方面也有“新招”。《实施办法》明确，省人民政府和市（州）人民政府负责重污染天气预警的发布、调整和解除。重污染天气期间，省人民政府应当组织盆地及周边市（州）人民政府建立大气污染治理人工干预联动机制，科学利用有利的气象条件，开展常态化飞机增雨消霾作业。《实施办法》还对公众健康问题给予特别关注。规定医院、学校和幼儿园、养老院等场所建设中禁止使用含高挥发性有机物的原辅料，工程竣工后，要进行空气质量监测，并在显著位置公布监测结果。当地生态环境主管部门还应对这些场所加强动态抽检。（记者 殷鹏）转自：四川省人民政府网 收起d,无图片,无网页链接
https://weibo.com/3215052832/HapZX1ycc?refer_flag=1001030103_,1,4324832210369780,萧县发布,2019年01月04日 20:10,1,0,2,【公告】萧县人工增雨作业公告1月4日08时至1月6日08时，在气象条件许可的条件下，萧县气象局将在我县实施火箭人工增雨作业，以净化空气。作业时，火箭100米范围内严禁闲杂人员进入。作业点10公里范围内是落弹区，如发现未燃火箭弹，请不要靠近，不可擅自拆除、搬动或储藏，请及时与我局联系，以便妥善处置。特此公告               萧县人工影响天气办公室        　　　　2019年1月4日 收起d,无图片,无网页链接
https://weibo.com/6502572916/HamiB2Lw3?refer_flag=1001030103_,1,4324690010659311,萧县气象预警,2019年01月04日 10:45,0,0,0,"萧县人工增雨作业公告(第2019-01号)2019年1月4日08时至1月6日08时，在气象条件许可的条件下，萧县气象局将在我县实施火箭人工增雨作业，以净化空气。作业时，火箭100米范围内严禁闲杂人员进入。作业点10公里范围内是落弹区，如发现未燃火箭弹，请不要靠近，不可擅自拆除、搬动或储藏，请及时与我局联系，以便妥善处置。联系电话：5091143,18905574400。特此公告               萧县人工影响天气办公室 2019年1月4日 收起d",无图片,无网页链接
https://weibo.com/2621516563/HalXPyMEV?refer_flag=1001030103_,1,4324677138290201,咸阳日报,2019年01月04日 09:54,1,0,0,#本报今日封面#  嫦娥落月，嫦娥四号探测器传回世界首张近距离拍摄的月背影像图像；我市重污染天气应急预警升级至红色并启动I级应急响应，机动车单双号限行　今日市区31条公交线路免费乘坐 幼儿园及小学一、二年级停课；我市将适时开展人工增雨（雪）工作。O网页链接 ​,https://wx2.sinaimg.cn/orj360/9c412b13ly1fyubeu9qn7j20u01e6kjl.jpg,http://t.cn/EGUbUmb
https://weibo.com/2429531122/HalUYk5zS?refer_flag=1001030103_,1,4324675364788004,遂宁气象,2019年01月04日 09:46,0,0,0,【遂宁市人工影响天气作业通告】根据《中华人民共和国气象法》、《人工影响天气管理条例》和《四川省人工影响天气管理办法》等有关条款的规定，遂宁市人工影响天气办公室将根据我市气候特点和防灾减灾需要，适时开展火箭人工增雨、消雹和消污作业。为切实加强人工影响天气作业安全管理，有序应对作业中意外事故发生，现将有关事项通告如下：一、开展作业的时段：2019年1月1日—12月31日。二、作业影响区域：遂宁市辖区范围。三、作业用武器装备：WR型、和WR-1A型车载式人工影响天气专用火箭。四、作业中出现意外的处理：火箭弹发射后因故降落伞未打开落到地面时，发现人员应立即向当地村委会、镇（乡）政府、公安机关或市人工影响天气办公室报告，并切实保护好现场，任何人不得摆弄、搬运或自行拆卸火箭弹，以防发生意外伤人事故。市人工影响天气办公室接到报告后，应立即派专家前往处理。市人工影响天气办公室联系电话：0825—2331378，联系人：李方钰（电话：13092831786），邹懿（电话：13330640288），粱莉华（15388355072）。五、发射的火箭弹因故降落伞未在空中打开而落到地面时，任何人擅自摆弄、搬运或自行拆卸火箭弹，由此造成的一切后果，市人工影响天气办公室不负任何责任，相关部门将作为安全事故严肃处理当事人，依法追究当事人法律责任。特此通告。遂宁市人工影响天气办公室 收起d,https://wx3.sinaimg.cn/orj360/90cfb3f2gy1fyub7s36ijj20rz0n2tcn.jpg,无网页链接
https://weibo.com/1950449202/HaxyNtEMO?refer_flag=1001030103_,1,4325122897068298,清远天气,2019年01月05日 15:25,0,5,2,【人工影响天气作业公告】为改善生态环境，降低森林火险等级，2019年全年将根据我市实际情况和天气条件，不定时开展地面火箭人工增雨作业，具体作业的时间地点还要根据情况再定，公告链接→O网页链接 ​,https://wx2.sinaimg.cn/orj360/74417e32gy1fyvpqu2p5cj20v70ltdh9.jpg,http://t.cn/EGM7vb4
https://weibo.com/6089408350/HawZyjATY?refer_flag=1001030103_,1,4325101044670086,寻美西部,2019年01月05日 13:58,0,0,0,#咸阳身边事# 【咸阳市将适时开展人工增雨（雪）工作】 1月3日，记者从市气象灾害应急指挥部办公室获悉，根据最新气象资料分析，受静稳天气影响，我市风速小，湿度较大，区域大气扩散条件差，空气污染气象条件5-6级，将出现重度到严重霾；4日受雨雪天气影响，霾有所减弱，但减弱程度有限，区域大部以中度霾为主，南部局地有重度霾；5日——6日大气扩散条件又将转差，大部分地区仍有中到重度霾；7日受较强冷空气影响，减弱并消散。针对本次天气过程，各县市区和市气象灾害应急指挥部各成员单位及时做好本次天气过程应对工作。市人工影响天气办公室（以下简称人影办）、各县市区人影办全力以赴做好人工增雨（雪）工作。市县人影办严密监视天气变化，抢抓有利天气形势和时机，全力以赴开展人工增雨（雪）工作，最大限度净化空气，减轻雾霾影响，减轻目前旱情。我市区域内大气扩散条件差，公众需做好健康防护措施。各区县、各部门严格执行24小时值班和领导带班制度，确保通信联络畅通。同时，加强信息报送工作，应急工作情况、雪情冻情灾情和突发事件信息要第一时间报告市气象灾害应急指挥部办公室。来源：咸阳新闻网 收起d,无图片,无网页链接
https://weibo.com/6426862498/HawbFlotQ?refer_flag=1001030103_,1,4325070115098994,宜昌生态环境,2019年01月05日 11:55,2,7,0,【市大气重污染应急指挥部办公室关于启动大气重污染Ⅲ级应急响应的通知】       受本地污染和外源性输入污染叠加以及不利气象条件影响，我市城区已达到启动大气重污染Ⅲ级（黄色）预警条件，市大气重污染应急指挥部决定自O1月5日12时起启动Ⅲ级（黄色）预警应急响应 ，落实如下强制性污染减排措施：（一）水泥、钢铁、化工、燃煤发电等重点行业企业减少10%大气污染物排放。（二）停止土石方作业，包括：停止土石方开挖、运输、回填、场内倒运、掺拌石灰、混凝土剔凿等作业。（三）停止构建筑物拆除作业。（四）禁止室外打磨、喷涂、粉刷等作业。（五）禁止运输散装物料、煤、焦、渣、沙土和土方等运输车辆在城区内通行（生活垃圾清运车除外）。（六）混凝土搅拌站和砂浆搅拌站停止生产，站内堆放的散体物料全部苫盖。（七）港口、码头、工业企业等散体物料堆场禁止进行露天装卸、运输、转运等产生扬尘的作业。（八）增加城区道路机械化清扫、冲洗频次各1—2次。（九）在具备气象条件前提下，实施人工增雨作业。       请市大气重污染应急指挥部各成员单位按照上述要求抓紧组织实施，每天下午5点前向市大气重污染应急指挥部办公室报送应急响应工作动态，电子版统一报送至2839235573@qq.com。                                                                                                 宜昌市大气重污染应急指挥部办公室                                                                                                                    O2019年1月5日12时 收起d,无图片,无网页链接
https://weibo.com/2723809187/HavDLy1Lr?refer_flag=1001030103_,1,4325049098109937,西咸微话,2019年01月05日 10:32,0,0,0,#咸阳身边事# 【咸阳市将适时开展人工增雨（雪）工作】 1月3日，记者从市气象灾害应急指挥部办公室获悉，根据最新气象资料分析，受静稳天气影响，我市风速小，湿度较大，区域大气扩散条件差，空气污染气象条件5-6级，将出现重度到严重霾；4日受雨雪天气影响，霾有所减弱，但减弱程度有限，区域大部以中度霾为主，南部局地有重度霾；5日——6日大气扩散条件又将转差，大部分地区仍有中到重度霾；7日受较强冷空气影响，减弱并消散。针对本次天气过程，各县市区和市气象灾害应急指挥部各成员单位及时做好本次天气过程应对工作。市人工影响天气办公室（以下简称人影办）、各县市区人影办全力以赴做好人工增雨（雪）工作。市县人影办严密监视天气变化，抢抓有利天气形势和时机，全力以赴开展人工增雨（雪）工作，最大限度净化空气，减轻雾霾影响，减轻目前旱情。我市区域内大气扩散条件差，公众需做好健康防护措施。各区县、各部门严格执行24小时值班和领导带班制度，确保通信联络畅通。同时，加强信息报送工作，应急工作情况、雪情冻情灾情和突发事件信息要第一时间报告市气象灾害应急指挥部办公室。来源：咸阳新闻网 收起d,https://wx1.sinaimg.cn/orj360/a25a07a3ly1fyuvz4ooe7j2060060747.jpg,无网页链接
https://weibo.com/2686283723/HauHIrRrw?refer_flag=1001030103_,1,4325013106640294,文明萧县,2019年01月05日 08:09,0,0,0,【公告】萧县人工增雨作业公告1月4日08时至1月6日08时，在气象条件许可的条件下，萧县气象局将在我县实施火箭人工增雨作业，以净化空气。作业时，火箭100米范围内严禁闲杂人员进入。作业点10公里范围内是落弹区，如发现未燃火箭弹，请不要靠近，不可擅自拆除、搬动或储藏，请及时与我局联系，以便妥善处置。特此公告               萧县人工影响天气办公室        　　　　2019年1月4日 收起d,无图片,无网页链接
