微博链接,页码,微博id,用户昵称,发布时间,转发数,评论数,点赞数,微博内容,图片链接,网页链接
https://weibo.com/3732167165/Db7JSlKBX?refer_flag=1001030103_,1,3926513605184065,四川生态环境,2016年01月01日 16:34,0,3,1,#工作动态#【雾霾预警行动】截止昨日17点，眉山市对建筑施工扬尘、道路扬尘、工业烟粉尘、燃煤锅炉使用进行督查。19个砂石场停止作业至2016年1月6日，责令2个施工工地、3户企业、2个车辆冲洗处限期整改；对东郊十组等建筑工地发出整改通知书5份，对运渣车处罚40多台次、罚款2400元。开展人工增雨作业。 ​,无图片,无网页链接
https://weibo.com/5575544910/Db7idBXn7?refer_flag=1001030103_,1,3926496459046365,四川校园事儿,2016年01月01日 15:26,10,6,45,"#成都身边事# 【为除霾 成都伺机准备人工增雨】火箭车、高射炮、飞机、地面碘化银装置全部待命，只是为了让天空多下一些雨洗尘，但可惜天气条件较差，飞机增雨作业没能开展！如果老天爷 "" 给面子 ""，预计在今天凌晨 4 点左右，大家还在睡梦中时，火箭弹和炮弹，将发射到高空中，给成都带来更多的雨水！ ​",https://ww1.sinaimg.cn/thumb150/0065kpVIjw1ezk0zuit5jj30go09sdh5.jpg,无网页链接
https://weibo.com/3933790061/Db77Eb9Tj?refer_flag=1001030103_,1,3926489902659633,德阳全媒体,2016年01月01日 15:00,0,0,4,#德阳身边事#【德阳确认霾橙色预警 已开展人工增雨消污】连日来，包括德阳在内的四川多个城市遭遇连片重度污染，市气象台今晨6点20分对2015年第69号霾橙色预警信号进行第二次确认。市气象局于昨晚至今天对市区内开展人工增雨消污作业。由于本次过程无冷空气影响，作业效果有限。O德阳确认霾橙色预警 已开展人工增雨消污 ​,https://ww3.sinaimg.cn/thumb150/ea78df6djw1ezk08x0i3cj20it0fxq3h.jpg,无网页链接
https://weibo.com/1781369294/Db6hcyTs9?refer_flag=1001030103_,1,3926457388316317,急诊小王子,2016年01月01日 12:50,3,4,3,昨晚成都上空实施了人工增雨，现在成都阳光很好，新年新气象，祝永远心怀梦想，一切顺利！ ​,无图片,无网页链接
https://weibo.com/3732167165/Db6fIo5S9?refer_flag=1001030103_,1,3926456465742449,四川生态环境,2016年01月01日 12:47,0,0,1,#工作动态#【雾霾预警行动】截止昨日17点，德阳市加大对工业企业的检查力度，对旌城天际二期项目等13家建筑工地进行了现场督查；出动警力检查货车182辆（次），查处货车违法行为73起，强化货车抛撒滴漏专项整治；取消了原定于31日上午举行的“元旦迎新跑”活动；将开展人工增雨作业。 ​,无图片,无网页链接
https://weibo.com/3732167165/Db594ojJJ?refer_flag=1001030103_,2,3926413905795743,四川生态环境,2016年01月01日 09:58,1,0,0,#工作动态#【雾霾预警行动】截止昨日17点，成都市检查工业企业164家；巡查工地1129个，查处违规工地24个；检查运渣车1289辆（次），查处违规运渣车107辆；取缔露天烧烤103处，查处露天烧烤6起；出动洒水车3993车（次），冲洗19367万余平方米。开展了人工增雨作业 ​,无图片,无网页链接
https://weibo.com/3956561824/DbhqVsakR?refer_flag=1001030103_,1,3926886256712917,新都服务,2016年01月02日 17:15,0,0,1,【人工增雨为啥不简单】大家都渴望神奇的人工增雨“洗天去霾”，小编想说增雨真的不是你想增想增就能增啊，气象人员需要长期跟踪气象数据才能找到合适的增雨作业时间。今天就和你说说人工增雨为啥不简单。by 成都气象 ​,https://ww3.sinaimg.cn/orj360/ebd457a0gw1ezl9rnjchqj20c804p74m.jpg,无网页链接
https://weibo.com/3269138105/DbgzTb7p7?refer_flag=1001030103_,1,3926853372650073,四川新闻妹,2016年01月02日 15:04,0,0,4,#成都身边事#《成都发射4枚火箭弹人工增雨》1月1日凌晨3点，指挥电台里传来讯号：“天马炮点，马上作业！”作业点班长，42岁的汤万昌立即摁下发射键，4枚火箭弹在15秒之内射入5000米的高空，爆炸。通过在成都周边人工增雨的方式，影响城区的降雨。人工增雨后，今日成都的空气质量指数为“良”。 ​,https://ww4.sinaimg.cn/orj360/c2db16b9gw1ezl5zokvnpj20b406i3yu.jpg,无网页链接
https://weibo.com/1861774924/Dbg9kp1Gm?refer_flag=1001030103_,1,3926836905964670,成都资讯,2016年01月02日 13:58,13,1,2,#直播成都#【人工增雨为啥不简单】大家都渴望神奇的人工增雨“洗天去霾”，小编想说增雨真的不是你想增想增就能增啊，气象人员需要长期跟踪气象数据才能找到合适的增雨作业时间。今天就和你说说人工增雨为啥不简单。via中国天气网 ​,https://ww4.sinaimg.cn/orj360/6ef86e4cgw1ezl42u1agrj20cg0vg0wu.jpg,无网页链接
https://weibo.com/2998934450/Dbg7IeSS1?refer_flag=1001030103_,1,3926835903547517,成都气象,2016年01月02日 13:54,8,7,9,【人工增雨为啥不简单】大家都渴望神奇的人工增雨“洗天去霾”，小编想说增雨真的不是你想增想增就能增啊，气象人员需要长期跟踪气象数据才能找到合适的增雨作业时间。今天就和你说说人工增雨为啥不简单。  ​,https://ww4.sinaimg.cn/orj360/b2c01bb2jw1ezl3zh19wwj20cg0zbafl.jpg,无网页链接
https://weibo.com/3732167165/DbfJxd4H7?refer_flag=1001030103_,1,3926820913116313,四川生态环境,2016年01月02日 12:55,0,0,0,#工作动态#2015.12.31-2016.1.下午5点，成都市环保、城管、建设、国土、气象联动联防，对全市大气重点污染源进行现场检查。共检查工业企业62家，巡查工地1046个，查处违规工地14个；检查运渣车1216辆次，查处违规运渣车55辆；取缔露天烧烤182处；出动洒水车4603次，市气象局先后开展了4次人工增雨。 ​,无图片,无网页链接
https://weibo.com/2191756620/DbzbJdvzB?refer_flag=1001030103_,1,3927568753219635,双桥经开区生态环境局,2016年01月04日 14:27,0,0,0,//@南京环保: 南京市重污染天气应急工作领导小组办公室今天上午发出通知，要求各区（园区）、各有关单位落实一级防控的要求，采取监督工业企业减少污染物排放、严控各类工地扬尘污染、加大道路冲洗、保洁频次、适时实施人工增雨等措施，降低减少这次重污染过程性天气带来的污染影响。,无图片,无网页链接
https://weibo.com/2131828884/DbzaJckcl?refer_flag=1001030103_,1,3927568132937581,南京生态环境,2016年01月04日 14:24,3,0,0,南京市重污染天气应急工作领导小组办公室今天上午发出通知，要求各区（园区）、各有关单位落实一级防控的要求，采取监督工业企业减少污染物排放、严控各类工地扬尘污染、加大道路冲洗、保洁频次、适时实施人工增雨等措施，降低减少这次重污染过程性天气带来的污染影响。,无图片,无网页链接
https://weibo.com/1892327960/DbJqeFEqv?refer_flag=1001030103_,1,3927962149926851,爱看头条,2016年01月05日 16:30,2,6,1,【成都下午16时开展了人工增雨】据成都气象台通报：为有效增加降雨量，改善城市空气质量，成都市人影办于1月5日16时左右在都江堰、彭州、邛崃、崇州、大邑等地开展了地面碘化银增雨作业。 ​,无图片,无网页链接
